Volatility 3 Framework 2.10.0

PID	Process	Value	Privilege	Attributes	Description
1732	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1732	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1732	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1732	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1732	svchost.exe	20	SeDebugPrivilege		Debug programs
1732	svchost.exe	21	SeAuditPrivilege		Generate security audits
1732	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1732	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1732	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1732	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1732	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1732	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1732	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1732	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1732	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1732	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1732	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1732	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1732	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1732	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1732	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1876	spoolsv.exe	2	SeCreateTokenPrivilege		Create a token object
1876	spoolsv.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1876	spoolsv.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1876	spoolsv.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1876	spoolsv.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1876	spoolsv.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1876	spoolsv.exe	8	SeSecurityPrivilege		Manage auditing and security log
1876	spoolsv.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1876	spoolsv.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1876	spoolsv.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1876	spoolsv.exe	12	SeSystemtimePrivilege		Change the system time
1876	spoolsv.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1876	spoolsv.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1876	spoolsv.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1876	spoolsv.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1876	spoolsv.exe	17	SeBackupPrivilege		Backup files and directories
1876	spoolsv.exe	18	SeRestorePrivilege		Restore files and directories
1876	spoolsv.exe	19	SeShutdownPrivilege		Shut down the system
1876	spoolsv.exe	20	SeDebugPrivilege	Default	Debug programs
1876	spoolsv.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
1876	spoolsv.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1876	spoolsv.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1876	spoolsv.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1876	spoolsv.exe	25	SeUndockPrivilege		Remove computer from docking station
1876	spoolsv.exe	26	SeSyncAgentPrivilege		Synch directory service data
1876	spoolsv.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1876	spoolsv.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1876	spoolsv.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1876	spoolsv.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1876	spoolsv.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1876	spoolsv.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1876	spoolsv.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1876	spoolsv.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1876	spoolsv.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1876	spoolsv.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1940	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1940	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1940	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1940	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
1940	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1940	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1940	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1940	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1940	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1940	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1940	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1940	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1940	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1940	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1940	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1940	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1940	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1940	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1940	svchost.exe	20	SeDebugPrivilege		Debug programs
1940	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
1940	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1940	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1940	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1940	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1940	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1940	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1940	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1940	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1940	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1940	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1940	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1940	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1940	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1940	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1940	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1648	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1648	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1648	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1648	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1648	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1648	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1648	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1648	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1648	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1648	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1648	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1648	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1648	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1648	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1648	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1648	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1648	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1648	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1648	svchost.exe	20	SeDebugPrivilege		Debug programs
1648	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
1648	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1648	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1648	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1648	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1648	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1648	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1648	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1648	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1648	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1648	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1648	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1648	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1648	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1648	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1648	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
2072	OfficeClickToR	2	SeCreateTokenPrivilege		Create a token object
2072	OfficeClickToR	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2072	OfficeClickToR	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
2072	OfficeClickToR	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2072	OfficeClickToR	6	SeMachineAccountPrivilege		Add workstations to the domain
2072	OfficeClickToR	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2072	OfficeClickToR	8	SeSecurityPrivilege	Present	Manage auditing and security log
2072	OfficeClickToR	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2072	OfficeClickToR	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2072	OfficeClickToR	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2072	OfficeClickToR	12	SeSystemtimePrivilege	Present	Change the system time
2072	OfficeClickToR	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2072	OfficeClickToR	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2072	OfficeClickToR	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2072	OfficeClickToR	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2072	OfficeClickToR	17	SeBackupPrivilege	Present	Backup files and directories
2072	OfficeClickToR	18	SeRestorePrivilege	Present	Restore files and directories
2072	OfficeClickToR	19	SeShutdownPrivilege	Present	Shut down the system
2072	OfficeClickToR	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2072	OfficeClickToR	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2072	OfficeClickToR	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2072	OfficeClickToR	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2072	OfficeClickToR	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2072	OfficeClickToR	25	SeUndockPrivilege	Present	Remove computer from docking station
2072	OfficeClickToR	26	SeSyncAgentPrivilege		Synch directory service data
2072	OfficeClickToR	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2072	OfficeClickToR	28	SeManageVolumePrivilege	Present	Manage the files on a volume
2072	OfficeClickToR	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2072	OfficeClickToR	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2072	OfficeClickToR	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2072	OfficeClickToR	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2072	OfficeClickToR	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2072	OfficeClickToR	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2072	OfficeClickToR	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2072	OfficeClickToR	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2096	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2096	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2096	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
2096	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
2096	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2096	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2096	svchost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
2096	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2096	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
2096	svchost.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2096	svchost.exe	12	SeSystemtimePrivilege		Change the system time
2096	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
2096	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
2096	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
2096	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
2096	svchost.exe	17	SeBackupPrivilege		Backup files and directories
2096	svchost.exe	18	SeRestorePrivilege		Restore files and directories
2096	svchost.exe	19	SeShutdownPrivilege		Shut down the system
2096	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2096	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
2096	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
